Time,Failure_4
2017-2-8 3:00 PM,43.72
2017-2-8 4:00 PM,44.04
2017-2-8 5:00 PM,43.16
2017-2-8 6:00 PM,46.16
2017-2-8 7:00 PM,27.28
2017-2-8 8:00 PM,25.62
2017-2-8 9:00 PM,36.39
2017-2-8 10:00 PM,38.60
2017-2-8 11:00 PM,43.24
2017-2-9 12:00 AM,37.58
2017-2-9 1:00 AM,41.64
2017-2-9 2:00 AM,35.60
2017-2-9 3:00 AM,37.31
2017-2-9 4:00 AM,39.04
2017-2-9 5:00 AM,38.08
2017-2-9 6:00 AM,40.19
2017-2-9 7:00 AM,41.60
2017-2-9 8:00 AM,42.60
2017-2-9 9:00 AM,46.38
2017-2-9 10:00 AM,46.90
2017-2-9 11:00 AM,48.48
2017-2-9 12:00 PM,48.62
2017-2-9 1:00 PM,51.06
2017-2-9 2:00 PM,51.37
2017-2-9 3:00 PM,50.36
2017-2-9 4:00 PM,52.73
2017-2-9 5:00 PM,51.64
2017-2-9 6:00 PM,53.08
2017-2-9 7:00 PM,20.86
2017-2-9 8:00 PM,12.40
2017-2-9 9:00 PM,13.29
2017-2-9 10:00 PM,15.13
2017-2-9 11:00 PM,14.05
2017-2-10 12:00 AM,16.18
2017-2-10 1:00 AM,15.59
2017-2-10 2:00 AM,17.49
2017-2-10 3:00 AM,16.44
2017-2-10 4:00 AM,14.57
2017-2-10 5:00 AM,15.48
2017-2-10 6:00 AM,15.07
2017-2-10 7:00 AM,17.93
2017-2-10 8:00 AM,17.40
2017-2-10 9:00 AM,18.31
2017-2-10 10:00 AM,20.76
2017-2-10 11:00 AM,21.74
2017-2-10 12:00 PM,20.15
2017-2-10 1:00 PM,21.73
2017-2-10 2:00 PM,21.66
2017-2-10 3:00 PM,24.23
2017-2-10 4:00 PM,25.08
2017-2-10 5:00 PM,26.21
2017-2-10 6:00 PM,26.44
2017-2-10 7:00 PM,25.65
2017-2-10 8:00 PM,27.83
2017-2-10 9:00 PM,28.03
2017-2-10 10:00 PM,25.25
2017-2-10 11:00 PM,22.56
2017-2-11 12:00 AM,23.88
2017-2-11 1:00 AM,23.64
2017-2-11 2:00 AM,26.68
2017-2-11 3:00 AM,27.74
2017-2-11 4:00 AM,28.40
2017-2-11 5:00 AM,29.48
2017-2-11 6:00 AM,28.06
2017-2-11 7:00 AM,29.29
2017-2-11 8:00 AM,28.32
2017-2-11 9:00 AM,29.28
2017-2-11 10:00 AM,28.37
2017-2-11 11:00 AM,28.22
2017-2-11 12:00 PM,27.29
2017-2-11 1:00 PM,27.66
2017-2-11 2:00 PM,25.79
2017-2-11 3:00 PM,25.18
2017-2-11 4:00 PM,25.63
2017-2-11 5:00 PM,26.55
2017-2-11 6:00 PM,27.05
2017-2-11 7:00 PM,26.63
2017-2-11 8:00 PM,24.02
2017-2-11 9:00 PM,25.33
2017-2-11 10:00 PM,25.92
2017-2-11 11:00 PM,24.44
2017-2-12 12:00 AM,26.24
2017-2-12 1:00 AM,25.67
2017-2-12 2:00 AM,26.08
2017-2-12 3:00 AM,24.63
2017-2-12 4:00 AM,24.41
2017-2-12 5:00 AM,25.84
2017-2-12 6:00 AM,26.88
2017-2-12 7:00 AM,25.20
2017-2-12 8:00 AM,26.58
2017-2-12 9:00 AM,25.14
2017-2-12 10:00 AM,26.29
2017-2-12 11:00 AM,24.62
2017-2-12 12:00 PM,24.50
2017-2-12 1:00 PM,26.34
2017-2-12 2:00 PM,26.12
2017-2-12 3:00 PM,26.22
2017-2-12 4:00 PM,24.49
2017-2-12 5:00 PM,29.50
2017-2-12 6:00 PM,31.92
2017-2-12 7:00 PM,32.89
2017-2-12 8:00 PM,30.49
2017-2-12 9:00 PM,29.51
2017-2-12 10:00 PM,30.02
2017-2-12 11:00 PM,29.90
2017-2-13 12:00 AM,30.79
2017-2-13 1:00 AM,30.06
2017-2-13 2:00 AM,34.05
2017-2-13 3:00 AM,42.79
2017-2-13 4:00 AM,38.07
2017-2-13 5:00 AM,36.07
2017-2-13 6:00 AM,33.27
2017-2-13 7:00 AM,36.37
2017-2-13 8:00 AM,38.01
2017-2-13 9:00 AM,39.83
2017-2-13 10:00 AM,40.92
2017-2-13 11:00 AM,39.15
2017-2-13 12:00 PM,30.41
2017-2-13 1:00 PM,26.54
2017-2-13 2:00 PM,29.65
2017-2-13 3:00 PM,33.64
2017-2-13 4:00 PM,42.45
2017-2-13 5:00 PM,38.14
2017-2-13 6:00 PM,48.34
2017-2-13 7:00 PM,43.86
2017-2-13 8:00 PM,33.70
2017-2-13 9:00 PM,43.70
2017-2-13 10:00 PM,53.67
2017-2-13 11:00 PM,42.49
2017-2-14 12:00 AM,37.32
2017-2-14 1:00 AM,39.31
2017-2-14 2:00 AM,44.16
2017-2-14 3:00 AM,46.45
2017-2-14 4:00 AM,49.62
2017-2-14 5:00 AM,52.55
2017-2-14 6:00 AM,53.75
2017-2-14 7:00 AM,52.58
2017-2-14 8:00 AM,55.91
2017-2-14 9:00 AM,57.43
2017-2-14 10:00 AM,60.18
2017-2-14 11:00 AM,62.89
2017-2-14 12:00 PM,66.13
2017-2-14 1:00 PM,62.43
2017-2-14 2:00 PM,50.20
2017-2-14 3:00 PM,15.64
2017-2-14 4:00 PM,16.74
2017-2-14 5:00 PM,19.74
2017-2-14 6:00 PM,20.38
2017-2-14 7:00 PM,24.92
2017-2-14 8:00 PM,29.11
2017-2-14 9:00 PM,29.93
2017-2-14 10:00 PM,30.18
2017-2-14 11:00 PM,29.30
2017-2-15 12:00 AM,28.76
2017-2-15 1:00 AM,28.29
2017-2-15 2:00 AM,29.66
2017-2-15 3:00 AM,31.14
2017-2-15 4:00 AM,34.41
2017-2-15 5:00 AM,37.04
2017-2-15 6:00 AM,37.79
2017-2-15 7:00 AM,40.33
2017-2-15 8:00 AM,41.83
2017-2-15 9:00 AM,44.20
2017-2-15 10:00 AM,45.38
2017-2-15 11:00 AM,48.13
2017-2-15 12:00 PM,48.97
2017-2-15 1:00 PM,48.52
2017-2-15 2:00 PM,31.06
2017-2-15 3:00 PM,31.55
2017-2-15 4:00 PM,33.97
2017-2-15 5:00 PM,32.88
2017-2-15 6:00 PM,34.48
2017-2-15 7:00 PM,33.75
2017-2-15 8:00 PM,35.63
2017-2-15 9:00 PM,35.94
2017-2-15 10:00 PM,36.69
2017-2-15 11:00 PM,38.12
2017-2-16 12:00 AM,40.50
2017-2-16 1:00 AM,39.06
2017-2-16 2:00 AM,41.02
2017-2-16 3:00 AM,42.55
2017-2-16 4:00 AM,44.87
2017-2-16 5:00 AM,46.02
2017-2-16 6:00 AM,44.05
2017-2-16 7:00 AM,46.98
2017-2-16 8:00 AM,46.20
2017-2-16 9:00 AM,44.90
2017-2-16 10:00 AM,43.95
2017-2-16 11:00 AM,44.25
2017-2-16 12:00 PM,45.74
2017-2-16 1:00 PM,46.20
2017-2-16 2:00 PM,46.92
2017-2-16 3:00 PM,47.59
2017-2-16 4:00 PM,48.22
2017-2-16 5:00 PM,48.99
2017-2-16 6:00 PM,49.21
2017-2-16 7:00 PM,48.30
2017-2-16 8:00 PM,50.98
2017-2-16 9:00 PM,50.69
2017-2-16 10:00 PM,51.26
2017-2-16 11:00 PM,51.30
2017-2-17 12:00 AM,52.52
2017-2-17 1:00 AM,52.02
2017-2-17 2:00 AM,54.60
2017-2-17 3:00 AM,54.27
2017-2-17 4:00 AM,53.97
2017-2-17 5:00 AM,54.79
2017-2-17 6:00 AM,54.05
2017-2-17 7:00 AM,52.28
2017-2-17 8:00 AM,54.05
2017-2-17 9:00 AM,52.30
2017-2-17 10:00 AM,54.68
2017-2-17 11:00 AM,56.19
2017-2-17 12:00 PM,56.92
2017-2-17 1:00 PM,56.99
2017-2-17 2:00 PM,56.55
2017-2-17 3:00 PM,56.84
2017-2-17 4:00 PM,56.89
2017-2-17 5:00 PM,57.17
2017-2-17 6:00 PM,57.39
2017-2-17 7:00 PM,59.73
2017-2-17 8:00 PM,55.60
2017-2-17 9:00 PM,56.17
2017-2-17 10:00 PM,55.24
2017-2-17 11:00 PM,55.50
2017-2-18 12:00 AM,56.68
2017-2-18 1:00 AM,54.46
2017-2-18 2:00 AM,55.45
2017-2-18 3:00 AM,58.09
2017-2-18 4:00 AM,55.02
2017-2-18 5:00 AM,57.59
2017-2-18 6:00 AM,55.20
2017-2-18 7:00 AM,58.48
2017-2-18 8:00 AM,57.45
2017-2-18 9:00 AM,56.08
2017-2-18 10:00 AM,58.20
2017-2-18 11:00 AM,56.15
