Time,Failure_10
2017-4-25 8:00 AM,49.12
2017-4-25 9:00 AM,47.55
2017-4-25 10:00 AM,49.74
2017-4-25 11:00 AM,18.92
2017-4-25 12:00 PM,21.35
2017-4-25 1:00 PM,20.66
2017-4-25 2:00 PM,20.57
2017-4-25 3:00 PM,28.36
2017-4-25 4:00 PM,33.94
2017-4-25 5:00 PM,35.11
2017-4-25 6:00 PM,35.46
2017-4-25 7:00 PM,34.95
2017-4-25 8:00 PM,36.08
2017-4-25 9:00 PM,34.95
2017-4-25 10:00 PM,37.29
2017-4-25 11:00 PM,30.50
2017-4-26 12:00 AM,28.10
2017-4-26 1:00 AM,28.47
2017-4-26 2:00 AM,30.62
2017-4-26 3:00 AM,27.27
2017-4-26 4:00 AM,30.32
2017-4-26 5:00 AM,28.96
2017-4-26 6:00 AM,27.64
2017-4-26 7:00 AM,31.10
2017-4-26 8:00 AM,29.18
2017-4-26 9:00 AM,31.66
2017-4-26 10:00 AM,31.92
2017-4-26 11:00 AM,29.99
2017-4-26 12:00 PM,31.19
2017-4-26 1:00 PM,31.08
2017-4-26 2:00 PM,29.60
2017-4-26 3:00 PM,29.80
2017-4-26 4:00 PM,31.54
2017-4-26 5:00 PM,30.57
2017-4-26 6:00 PM,32.14
2017-4-26 7:00 PM,30.59
2017-4-26 8:00 PM,32.73
2017-4-26 9:00 PM,31.55
2017-4-26 10:00 PM,31.70
2017-4-26 11:00 PM,32.02
2017-4-27 12:00 AM,32.97
2017-4-27 1:00 AM,32.97
2017-4-27 2:00 AM,31.86
2017-4-27 3:00 AM,33.58
2017-4-27 4:00 AM,35.19
2017-4-27 5:00 AM,32.81
2017-4-27 6:00 AM,33.20
2017-4-27 7:00 AM,35.83
2017-4-27 8:00 AM,34.75
2017-4-27 9:00 AM,37.15
2017-4-27 10:00 AM,36.74
2017-4-27 11:00 AM,37.11
2017-4-27 12:00 PM,35.45
2017-4-27 1:00 PM,35.94
2017-4-27 2:00 PM,38.07
2017-4-27 3:00 PM,35.98
2017-4-27 4:00 PM,35.90
2017-4-27 5:00 PM,39.91
2017-4-27 6:00 PM,45.19
2017-4-27 7:00 PM,44.20
2017-4-27 8:00 PM,43.21
2017-4-27 9:00 PM,44.73
2017-4-27 10:00 PM,45.13
2017-4-27 11:00 PM,30.98
2017-4-28 12:00 AM,25.16
2017-4-28 1:00 AM,30.30
2017-4-28 2:00 AM,30.86
2017-4-28 3:00 AM,32.61
2017-4-28 4:00 AM,29.92
2017-4-28 5:00 AM,32.87
2017-4-28 6:00 AM,30.03
2017-4-28 7:00 AM,31.74
2017-4-28 8:00 AM,34.78
2017-4-28 9:00 AM,38.03
2017-4-28 10:00 AM,36.75
2017-4-28 11:00 AM,39.03
2017-4-28 12:00 PM,40.41
2017-4-28 1:00 PM,40.17
2017-4-28 2:00 PM,41.38
2017-4-28 3:00 PM,43.58
2017-4-28 4:00 PM,43.71
2017-4-28 5:00 PM,44.47
2017-4-28 6:00 PM,47.25
2017-4-28 7:00 PM,45.70
2017-4-28 8:00 PM,48.36
2017-4-28 9:00 PM,45.97
2017-4-28 10:00 PM,46.46
2017-4-28 11:00 PM,29.07
2017-4-29 12:00 AM,16.99
2017-4-29 1:00 AM,20.03
2017-4-29 2:00 AM,20.65
2017-4-29 3:00 AM,19.93
2017-4-29 4:00 AM,22.68
2017-4-29 5:00 AM,22.53
2017-4-29 6:00 AM,20.65
2017-4-29 7:00 AM,19.91
2017-4-29 8:00 AM,19.08
