Time,Failure_1
2017-1-1 10:00 AM,29.75
2017-1-1 11:00 AM,30.00
2017-1-1 12:00 PM,30.58
2017-1-1 1:00 PM,31.02
2017-1-1 2:00 PM,32.95
2017-1-1 3:00 PM,34.72
2017-1-1 4:00 PM,35.22
2017-1-1 5:00 PM,39.23
2017-1-1 6:00 PM,41.48
2017-1-1 7:00 PM,42.55
2017-1-1 8:00 PM,42.37
2017-1-1 9:00 PM,43.18
2017-1-1 10:00 PM,44.95
2017-1-1 11:00 PM,45.98
2017-1-2 12:00 AM,45.63
2017-1-2 1:00 AM,44.50
2017-1-2 2:00 AM,44.60
2017-1-2 3:00 AM,40.82
2017-1-2 4:00 AM,37.98
2017-1-2 5:00 AM,40.05
2017-1-2 6:00 AM,41.72
2017-1-2 7:00 AM,41.58
2017-1-2 8:00 AM,42.42
2017-1-2 9:00 AM,44.17
2017-1-2 10:00 AM,45.47
2017-1-2 11:00 AM,44.78
2017-1-2 12:00 PM,47.47
2017-1-2 1:00 PM,48.95
2017-1-2 2:00 PM,50.43
2017-1-2 3:00 PM,50.47
2017-1-2 4:00 PM,49.37
2017-1-2 5:00 PM,49.55
2017-1-2 6:00 PM,51.48
2017-1-2 7:00 PM,52.42
2017-1-2 8:00 PM,53.88
2017-1-2 9:00 PM,53.63
2017-1-2 10:00 PM,53.85
2017-1-2 11:00 PM,48.62
2017-1-3 12:00 AM,43.57
2017-1-3 1:00 AM,44.28
2017-1-3 2:00 AM,45.87
2017-1-3 3:00 AM,44.47
2017-1-3 4:00 AM,43.22
2017-1-3 5:00 AM,44.53
2017-1-3 6:00 AM,44.40
2017-1-3 7:00 AM,44.00
2017-1-3 8:00 AM,43.58
2017-1-3 9:00 AM,43.75
2017-1-3 10:00 AM,43.00
2017-1-3 11:00 AM,35.92
2017-1-3 12:00 PM,26.00
2017-1-3 1:00 PM,27.07
2017-1-3 2:00 PM,28.33
2017-1-3 3:00 PM,30.08
2017-1-3 4:00 PM,29.85
2017-1-3 5:00 PM,23.50
2017-1-3 6:00 PM,24.00
2017-1-3 7:00 PM,24.67
2017-1-3 8:00 PM,25.70
2017-1-3 9:00 PM,27.52
2017-1-3 10:00 PM,29.97
2017-1-3 11:00 PM,32.48
2017-1-4 12:00 AM,34.47
2017-1-4 1:00 AM,30.25
2017-1-4 2:00 AM,30.00
2017-1-4 3:00 AM,30.68
2017-1-4 4:00 AM,31.43
2017-1-4 5:00 AM,32.95
2017-1-4 6:00 AM,34.02
2017-1-4 7:00 AM,34.82
2017-1-4 8:00 AM,37.07
2017-1-4 9:00 AM,39.27
2017-1-4 10:00 AM,37.30
2017-1-4 11:00 AM,20.33
2017-1-4 12:00 PM,24.92
2017-1-4 1:00 PM,25.75
2017-1-4 2:00 PM,27.63
2017-1-4 3:00 PM,26.72
2017-1-4 4:00 PM,29.95
2017-1-4 5:00 PM,25.70
2017-1-4 6:00 PM,24.00
2017-1-4 7:00 PM,24.00
