Time,Failure_6
2017-03-05 6:00,31.09
2017-03-05 7:00,32.88
2017-03-05 8:00,30.81
2017-03-05 9:00,33.43
2017-03-05 10:00,34.53
2017-03-05 11:00,34.77
2017-03-05 12:00,36.97
2017-03-05 13:00,39.51
2017-03-05 14:00,43.19
2017-03-05 15:00,43.1
2017-03-05 16:00,45.04
2017-03-05 17:00,43.79
2017-03-05 18:00,46.38
2017-03-05 19:00,47.67
2017-03-05 20:00,48.18
2017-03-05 21:00,45.64
2017-03-05 22:00,46.43
2017-03-05 23:00,42.58
2017-03-06 0:00,39
2017-03-06 1:00,40.68
2017-03-06 2:00,44.14
2017-03-06 3:00,42.09
2017-03-06 4:00,42.63
2017-03-06 5:00,46.48
2017-03-06 6:00,48.16
2017-03-06 7:00,46.29
2017-03-06 8:00,49.91
2017-03-06 9:00,50.66
2017-03-06 10:00,51.3
2017-03-06 11:00,51.18
2017-03-06 12:00,50.09
2017-03-06 13:00,51.18
2017-03-06 14:00,54.55
2017-03-06 15:00,53.84
2017-03-06 16:00,54.76
2017-03-06 17:00,56.87
2017-03-06 18:00,55.65
2017-03-06 19:00,48.65
2017-03-06 20:00,46.52
2017-03-06 21:00,46.82
2017-03-06 22:00,48.4
2017-03-06 23:00,44.47
2017-03-07 0:00,44.86
2017-03-07 1:00,44.62
2017-03-07 2:00,46.63
2017-03-07 3:00,46.61
2017-03-07 4:00,44.94
2017-03-07 5:00,46.04
2017-03-07 6:00,45.41
2017-03-07 7:00,38.02
2017-03-07 8:00,26.9
2017-03-07 9:00,29.7
2017-03-07 10:00,29.63
2017-03-07 11:00,33.2
2017-03-07 12:00,31.36
2017-03-07 13:00,25.48
2017-03-07 14:00,26.66
2017-03-07 15:00,25.23
2017-03-07 16:00,28.53
2017-03-07 17:00,29.89
2017-03-07 18:00,30.77
2017-03-07 19:00,35.18
2017-03-07 20:00,37.46
2017-03-07 21:00,30.58
2017-03-07 22:00,32.79
2017-03-07 23:00,32.21
2017-03-08 0:00,34.38
2017-03-08 1:00,33.02
2017-03-08 2:00,36.56
2017-03-08 3:00,34.85
2017-03-08 4:00,39.82
2017-03-08 5:00,39.32
2017-03-08 6:00,40.06
2017-03-08 7:00,20.84
2017-03-08 8:00,25.61
2017-03-08 9:00,28.61
2017-03-08 10:00,28.69
2017-03-08 11:00,29.73
2017-03-08 12:00,31.69
2017-03-08 13:00,25.89
2017-03-08 14:00,27
2017-03-08 15:00,26.51
2017-03-08 16:00,25.79
2017-03-08 17:00,26.3
2017-03-08 18:00,23.33
2017-03-08 19:00,23.91
2017-03-08 20:00,25.45
2017-03-08 21:00,28.61
2017-03-08 22:00,28.83
2017-03-08 23:00,29.78
2017-03-09 0:00,32.54
2017-03-09 1:00,33.53
2017-03-09 2:00,34.65
2017-03-09 3:00,37.82
2017-03-09 4:00,39.39
2017-03-09 5:00,39.11
2017-03-09 6:00,38.68
2017-03-09 7:00,40.56
2017-03-09 8:00,40.46
2017-03-09 9:00,36.51
2017-03-09 10:00,27.31
2017-03-09 11:00,26.96
2017-03-09 12:00,24.2
2017-03-09 13:00,28.83
2017-03-09 14:00,32.14
2017-03-09 15:00,32.13
2017-03-09 16:00,28.6
2017-03-09 17:00,25.46
2017-03-09 18:00,27.12
2017-03-09 19:00,26.24
2017-03-09 20:00,32.34
2017-03-09 21:00,34.49
2017-03-09 22:00,37.6
2017-03-09 23:00,37.48
2017-03-10 0:00,35.42
2017-03-10 1:00,36.07
2017-03-10 2:00,35.17
2017-03-10 3:00,30.48
2017-03-10 4:00,30.29
2017-03-10 5:00,26.89
2017-03-10 6:00,30.19
2017-03-10 7:00,30.52
2017-03-10 8:00,29.78
2017-03-10 9:00,30.07
2017-03-10 10:00,27.85
