2017-4-18 9:00 AM,27.42
2017-4-18 10:00 AM,28.23
2017-4-18 11:00 AM,29.07
2017-4-18 12:00 PM,31.11
2017-4-18 1:00 PM,29.61
2017-4-18 2:00 PM,30.59
2017-4-18 3:00 PM,30.24
2017-4-18 4:00 PM,32.57
2017-4-18 5:00 PM,30.01
2017-4-18 6:00 PM,31.83
2017-4-18 7:00 PM,32.86
2017-4-18 8:00 PM,32.54
2017-4-18 9:00 PM,19.08
2017-4-18 10:00 PM,20.63
2017-4-18 11:00 PM,19.33
2017-4-19 12:00 AM,19.60
2017-4-19 1:00 AM,21.16
2017-4-19 2:00 AM,21.45
2017-4-19 3:00 AM,21.44
2017-4-19 4:00 AM,23.08
2017-4-19 5:00 AM,24.73
2017-4-19 6:00 AM,23.47
2017-4-19 7:00 AM,23.81
2017-4-19 8:00 AM,24.89
2017-4-19 9:00 AM,24.29
2017-4-19 10:00 AM,25.34
2017-4-19 11:00 AM,27.89
2017-4-19 12:00 PM,25.53
2017-4-19 1:00 PM,24.43
2017-4-19 2:00 PM,20.72
2017-4-19 3:00 PM,25.24
2017-4-19 4:00 PM,25.18
2017-4-19 5:00 PM,26.21
2017-4-19 6:00 PM,27.70
2017-4-19 7:00 PM,28.43
2017-4-19 8:00 PM,29.13
2017-4-19 9:00 PM,30.61
2017-4-19 10:00 PM,33.36
2017-4-19 11:00 PM,34.44
2017-4-20 12:00 AM,34.01
2017-4-20 1:00 AM,33.16
2017-4-20 2:00 AM,36.18
2017-4-20 3:00 AM,37.48
2017-4-20 4:00 AM,39.59
2017-4-20 5:00 AM,39.54
2017-4-20 6:00 AM,40.51
2017-4-20 7:00 AM,33.06
2017-4-20 8:00 AM,29.95
2017-4-20 9:00 AM,27.77
2017-4-20 10:00 AM,30.40
2017-4-20 11:00 AM,32.97
2017-4-20 12:00 PM,31.75
2017-4-20 1:00 PM,34.11
2017-4-20 2:00 PM,36.19
2017-4-20 3:00 PM,36.08
2017-4-20 4:00 PM,39.02
2017-4-20 5:00 PM,36.14
2017-4-20 6:00 PM,23.62
2017-4-20 7:00 PM,23.18
2017-4-20 8:00 PM,23.35
2017-4-20 9:00 PM,23.62
2017-4-20 10:00 PM,22.76
2017-4-20 11:00 PM,27.00
2017-4-21 12:00 AM,27.45
2017-4-21 1:00 AM,31.64
2017-4-21 2:00 AM,32.27
2017-4-21 3:00 AM,35.55
2017-4-21 4:00 AM,39.48
2017-4-21 5:00 AM,41.78
2017-4-21 6:00 AM,41.49
2017-4-21 7:00 AM,43.13
2017-4-21 8:00 AM,44.33
2017-4-21 9:00 AM,45.71
2017-4-21 10:00 AM,47.06
2017-4-21 11:00 AM,44.88
2017-4-21 12:00 PM,49.93
2017-4-21 1:00 PM,51.64
2017-4-21 2:00 PM,52.87
2017-4-21 3:00 PM,54.64
2017-4-21 4:00 PM,54.66
2017-4-21 5:00 PM,55.04
2017-4-21 6:00 PM,56.24
2017-4-21 7:00 PM,57.71
2017-4-21 8:00 PM,59.67
2017-4-21 9:00 PM,60.30
2017-4-21 10:00 PM,59.87
2017-4-21 11:00 PM,59.58
2017-4-22 12:00 AM,61.20
2017-4-22 1:00 AM,63.28
2017-4-22 2:00 AM,60.53
2017-4-22 3:00 AM,60.09
2017-4-22 4:00 AM,61.09
2017-4-22 5:00 AM,61.11
2017-4-22 6:00 AM,61.12
2017-4-22 7:00 AM,61.11
2017-4-22 8:00 AM,62.11
2017-4-22 9:00 AM,61.11
2017-4-22 10:00 AM,62.11
2017-4-22 11:00 AM,62.11
2017-4-22 12:00 PM,62.11
2017-4-22 1:00 PM,62.11
2017-4-22 2:00 PM,63.33
2017-4-22 3:00 PM,63.33
2017-4-22 4:00 PM,63.33
2017-4-22 5:00 PM,63.33
2017-4-22 6:00 PM,63.33
2017-4-22 7:00 PM,63.33
2017-4-22 8:00 PM,63.33
2017-4-22 9:00 PM,64.22
2017-4-22 10:00 PM,64.22
2017-4-22 11:00 PM,64.33
2017-4-23 12:00 AM,64.43
2017-4-23 1:00 AM,64.47
2017-4-23 2:00 AM,65.02
,
,
,
,
,
,
,
,
,
,
