Time,Failure_8
2017-3-29 1:00 PM,30.65
2017-3-29 2:00 PM,33.40
2017-3-29 3:00 PM,32.92
2017-3-29 4:00 PM,33.17
2017-3-29 5:00 PM,35.18
2017-3-29 6:00 PM,35.11
2017-3-29 7:00 PM,37.88
2017-3-29 8:00 PM,41.97
2017-3-29 9:00 PM,43.51
2017-3-29 10:00 PM,45.24
2017-3-29 11:00 PM,45.56
2017-3-30 12:00 AM,43.81
2017-3-30 1:00 AM,45.51
2017-3-30 2:00 AM,48.96
2017-3-30 3:00 AM,48.63
2017-3-30 4:00 AM,47.35
2017-3-30 5:00 AM,45.11
2017-3-30 6:00 AM,42.30
2017-3-30 7:00 AM,40.66
2017-3-30 8:00 AM,40.91
2017-3-30 9:00 AM,42.61
2017-3-30 10:00 AM,43.09
2017-3-30 11:00 AM,44.73
2017-3-30 12:00 PM,45.01
2017-3-30 1:00 PM,48.05
2017-3-30 2:00 PM,44.79
2017-3-30 3:00 PM,50.89
2017-3-30 4:00 PM,52.38
2017-3-30 5:00 PM,52.40
2017-3-30 6:00 PM,52.89
2017-3-30 7:00 PM,51.65
2017-3-30 8:00 PM,52.58
2017-3-30 9:00 PM,53.69
2017-3-30 10:00 PM,52.57
2017-3-30 11:00 PM,55.18
2017-3-31 12:00 AM,56.41
2017-3-31 1:00 AM,55.10
2017-3-31 2:00 AM,49.73
2017-3-31 3:00 AM,46.73
2017-3-31 4:00 AM,46.09
2017-3-31 5:00 AM,48.32
2017-3-31 6:00 AM,47.19
2017-3-31 7:00 AM,43.78
2017-3-31 8:00 AM,47.39
2017-3-31 9:00 AM,46.46
2017-3-31 10:00 AM,45.91
2017-3-31 11:00 AM,43.91
2017-3-31 12:00 PM,44.38
2017-3-31 1:00 PM,44.75
2017-3-31 2:00 PM,38.75
2017-3-31 3:00 PM,28.10
2017-3-31 4:00 PM,30.13
2017-3-31 5:00 PM,28.48
2017-3-31 6:00 PM,31.76
2017-3-31 7:00 PM,30.67
2017-3-31 8:00 PM,25.09
2017-3-31 9:00 PM,25.00
2017-3-31 10:00 PM,28.03
2017-3-31 11:00 PM,26.06
2017-4-1 12:00 AM,30.77
2017-4-1 1:00 AM,31.84
2017-4-1 2:00 AM,35.88
2017-4-1 3:00 AM,37.38
2017-4-1 4:00 AM,31.85
2017-4-1 5:00 AM,32.35
2017-4-1 6:00 AM,30.90
2017-4-1 7:00 AM,33.41
2017-4-1 8:00 AM,33.01
2017-4-1 9:00 AM,36.77
2017-4-1 10:00 AM,36.20
2017-4-1 11:00 AM,40.04
2017-4-1 12:00 PM,39.36
2017-4-1 1:00 PM,37.44
2017-4-1 2:00 PM,23.84
2017-4-1 3:00 PM,28.05
2017-4-1 4:00 PM,26.56
2017-4-1 5:00 PM,29.83
2017-4-1 6:00 PM,28.09
2017-4-1 7:00 PM,30.39
2017-4-1 8:00 PM,26.44
2017-4-1 9:00 PM,25.78
2017-4-1 10:00 PM,27.23
2017-4-1 11:00 PM,24.48
2017-4-2 12:00 AM,24.38
2017-4-2 1:00 AM,26.01
2017-4-2 2:00 AM,25.48
2017-4-2 3:00 AM,24.28
2017-4-2 4:00 AM,26.57
2017-4-2 5:00 AM,30.22
2017-4-2 6:00 AM,29.16
2017-4-2 7:00 AM,32.14
2017-4-2 8:00 AM,35.49
2017-4-2 9:00 AM,35.38
2017-4-2 10:00 AM,38.80
2017-4-2 11:00 AM,39.38
2017-4-2 12:00 PM,37.60
2017-4-2 1:00 PM,40.50
2017-4-2 2:00 PM,40.54
2017-4-2 3:00 PM,42.90
2017-4-2 4:00 PM,34.66
2017-4-2 5:00 PM,28.59
2017-4-2 6:00 PM,26.86
2017-4-2 7:00 PM,25.05
2017-4-2 8:00 PM,28.67
2017-4-2 9:00 PM,30.53
2017-4-2 10:00 PM,31.67
2017-4-2 11:00 PM,27.49
2017-4-3 12:00 AM,25.71
2017-4-3 1:00 AM,26.95
2017-4-3 2:00 AM,26.24
2017-4-3 3:00 AM,32.93
2017-4-3 4:00 AM,35.04
2017-4-3 5:00 AM,34.81
2017-4-3 6:00 AM,38.17
2017-4-3 7:00 AM,35.69
2017-4-3 8:00 AM,34.40
2017-4-3 9:00 AM,35.43
2017-4-3 10:00 AM,28.85
2017-4-3 11:00 AM,29.41
2017-4-3 12:00 PM,27.41
2017-4-3 1:00 PM,27.28
2017-4-3 2:00 PM,29.18
2017-4-3 3:00 PM,29.39
2017-4-3 4:00 PM,30.09
2017-4-3 5:00 PM,29.13
2017-4-3 6:00 PM,28.80
2017-4-3 7:00 PM,28.32
2017-4-3 8:00 PM,26.77
2017-4-3 9:00 PM,21.79
2017-4-3 10:00 PM,23.01
2017-4-3 11:00 PM,22.29
2017-4-4 12:00 AM,25.00
2017-4-4 1:00 AM,25.84
2017-4-4 2:00 AM,25.03
2017-4-4 3:00 AM,27.21
2017-4-4 4:00 AM,28.39
2017-4-4 5:00 AM,28.76
2017-4-4 6:00 AM,26.69
2017-4-4 7:00 AM,28.74
2017-4-4 8:00 AM,29.81
2017-4-4 9:00 AM,29.97
2017-4-4 10:00 AM,30.36
2017-4-4 11:00 AM,31.98
2017-4-4 12:00 PM,30.52
2017-4-4 1:00 PM,29.82
2017-4-4 2:00 PM,31.15
2017-4-4 3:00 PM,32.46
2017-4-4 4:00 PM,33.12
2017-4-4 5:00 PM,34.46
2017-4-4 6:00 PM,34.74
2017-4-4 7:00 PM,34.74
2017-4-4 8:00 PM,33.41
2017-4-4 9:00 PM,25.99
2017-4-4 10:00 PM,25.18
2017-4-4 11:00 PM,26.92
2017-4-5 12:00 AM,27.42
2017-4-5 1:00 AM,28.23
2017-4-5 2:00 AM,29.07
2017-4-5 3:00 AM,31.11
2017-4-5 4:00 AM,29.61
2017-4-5 5:00 AM,30.59
2017-4-5 6:00 AM,30.24
2017-4-5 7:00 AM,32.57
2017-4-5 8:00 AM,30.01
2017-4-5 9:00 AM,31.83
2017-4-5 10:00 AM,32.86
2017-4-5 11:00 AM,32.54
2017-4-5 12:00 PM,19.08
2017-4-5 1:00 PM,20.63
2017-4-5 2:00 PM,19.33
2017-4-5 3:00 PM,19.60
2017-4-5 4:00 PM,21.16
2017-4-5 5:00 PM,21.45
2017-4-5 6:00 PM,21.44
2017-4-5 7:00 PM,23.08
2017-4-5 8:00 PM,24.73
2017-4-5 9:00 PM,23.47
2017-4-5 10:00 PM,23.81
2017-4-5 11:00 PM,24.89
2017-4-6 12:00 AM,24.29
2017-4-6 1:00 AM,25.34
2017-4-6 2:00 AM,27.89
2017-4-6 3:00 AM,25.53
2017-4-6 4:00 AM,24.43
2017-4-6 5:00 AM,20.72
2017-4-6 6:00 AM,25.24
2017-4-6 7:00 AM,25.18
2017-4-6 8:00 AM,26.21
2017-4-6 9:00 AM,27.70
2017-4-6 10:00 AM,28.43
2017-4-6 11:00 AM,29.13
2017-4-6 12:00 PM,30.61
2017-4-6 1:00 PM,33.36
2017-4-6 2:00 PM,34.44
2017-4-6 3:00 PM,34.01
2017-4-6 4:00 PM,33.16
2017-4-6 5:00 PM,36.18
2017-4-6 6:00 PM,37.48
2017-4-6 7:00 PM,39.59
2017-4-6 8:00 PM,39.54
2017-4-6 9:00 PM,40.51
2017-4-6 10:00 PM,33.06
2017-4-6 11:00 PM,29.95
2017-4-7 12:00 AM,27.77
2017-4-7 1:00 AM,30.40
2017-4-7 2:00 AM,32.97
2017-4-7 3:00 AM,31.75
2017-4-7 4:00 AM,34.11
2017-4-7 5:00 AM,36.19
2017-4-7 6:00 AM,36.08
2017-4-7 7:00 AM,39.02
2017-4-7 8:00 AM,36.14
2017-4-7 9:00 AM,23.62
2017-4-7 10:00 AM,23.18
2017-4-7 11:00 AM,23.35
2017-4-7 12:00 PM,23.62
2017-4-7 1:00 PM,22.76
2017-4-7 2:00 PM,27.00
2017-4-7 3:00 PM,27.45
2017-4-7 4:00 PM,31.64
2017-4-7 5:00 PM,32.27
2017-4-7 6:00 PM,35.55
2017-4-7 7:00 PM,39.48
2017-4-7 8:00 PM,41.78
2017-4-7 9:00 PM,41.49
2017-4-7 10:00 PM,43.13
2017-4-7 11:00 PM,44.33
2017-4-8 12:00 AM,45.71
2017-4-8 1:00 AM,47.06
2017-4-8 2:00 AM,44.88
2017-4-8 3:00 AM,49.93
2017-4-8 4:00 AM,51.64
2017-4-8 5:00 AM,52.87
2017-4-8 6:00 AM,54.64
2017-4-8 7:00 AM,54.66
2017-4-8 8:00 AM,55.04
2017-4-8 9:00 AM,56.24
2017-4-8 10:00 AM,57.71
2017-4-8 11:00 AM,59.67
2017-4-8 12:00 PM,60.30
2017-4-8 1:00 PM,59.87
2017-4-8 2:00 PM,59.58
2017-4-8 3:00 PM,61.20
2017-4-8 4:00 PM,63.28
2017-4-8 5:00 PM,60.53
2017-4-8 6:00 PM,60.09
2017-4-8 7:00 PM,62.13
2017-4-8 8:00 PM,61.98
2017-4-8 9:00 PM,63.16
2017-4-8 10:00 PM,65.27
2017-4-8 11:00 PM,65.42
2017-4-9 12:00 AM,62.63
2017-4-9 1:00 AM,64.62
2017-4-9 2:00 AM,62.34
2017-4-9 3:00 AM,64.08
2017-4-9 4:00 AM,64.32
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
