Time,Failure_9
2017-4-11 10:00 PM,48.65
2017-4-11 11:00 PM,47.50
2017-4-12 12:00 AM,46.62
2017-4-12 1:00 AM,18.94
2017-4-12 2:00 AM,20.11
2017-4-12 3:00 AM,19.30
2017-4-12 4:00 AM,22.56
2017-4-12 5:00 AM,28.67
2017-4-12 6:00 AM,33.64
2017-4-12 7:00 AM,34.84
2017-4-12 8:00 AM,36.06
2017-4-12 9:00 AM,34.15
2017-4-12 10:00 AM,34.09
2017-4-12 11:00 AM,33.99
2017-4-12 12:00 PM,37.00
2017-4-12 1:00 PM,32.01
2017-4-12 2:00 PM,27.45
2017-4-12 3:00 PM,26.91
2017-4-12 4:00 PM,27.81
2017-4-12 5:00 PM,27.55
2017-4-12 6:00 PM,28.32
2017-4-12 7:00 PM,28.34
2017-4-12 8:00 PM,30.72
2017-4-12 9:00 PM,29.59
2017-4-12 10:00 PM,30.07
2017-4-12 11:00 PM,29.98
2017-4-13 12:00 AM,30.47
2017-4-13 1:00 AM,30.47
2017-4-13 2:00 AM,30.99
2017-4-13 3:00 AM,27.72
2017-4-13 4:00 AM,29.89
2017-4-13 5:00 AM,32.03
2017-4-13 6:00 AM,31.85
2017-4-13 7:00 AM,28.70
2017-4-13 8:00 AM,32.85
2017-4-13 9:00 AM,29.97
2017-4-13 10:00 AM,30.83
2017-4-13 11:00 AM,33.87
2017-4-13 12:00 PM,31.33
2017-4-13 1:00 PM,32.33
2017-4-13 2:00 PM,32.96
2017-4-13 3:00 PM,32.50
2017-4-13 4:00 PM,32.65
2017-4-13 5:00 PM,33.86
2017-4-13 6:00 PM,34.41
2017-4-13 7:00 PM,35.08
2017-4-13 8:00 PM,32.94
2017-4-13 9:00 PM,35.76
2017-4-13 10:00 PM,34.31
2017-4-13 11:00 PM,36.87
2017-4-14 12:00 AM,34.81
2017-4-14 1:00 AM,35.36
2017-4-14 2:00 AM,35.96
2017-4-14 3:00 AM,36.24
2017-4-14 4:00 AM,35.55
2017-4-14 5:00 AM,37.64
2017-4-14 6:00 AM,35.94
2017-4-14 7:00 AM,38.05
2017-4-14 8:00 AM,45.09
2017-4-14 9:00 AM,43.61
2017-4-14 10:00 AM,42.58
2017-4-14 11:00 AM,45.39
2017-4-14 12:00 PM,45.68
2017-4-14 1:00 PM,33.27
2017-4-14 2:00 PM,25.95
2017-4-14 3:00 PM,30.96
2017-4-14 4:00 PM,28.89
2017-4-14 5:00 PM,33.34
2017-4-14 6:00 PM,31.65
2017-4-14 7:00 PM,35.77
2017-4-14 8:00 PM,32.05
2017-4-14 9:00 PM,35.09
2017-4-14 10:00 PM,35.12
2017-4-14 11:00 PM,37.09
2017-4-15 12:00 AM,36.55
2017-4-15 1:00 AM,37.81
2017-4-15 2:00 AM,38.67
2017-4-15 3:00 AM,40.95
2017-4-15 4:00 AM,41.75
2017-4-15 5:00 AM,44.55
2017-4-15 6:00 AM,46.03
2017-4-15 7:00 AM,43.63
2017-4-15 8:00 AM,44.47
2017-4-15 9:00 AM,46.71
2017-4-15 10:00 AM,46.62
2017-4-15 11:00 AM,48.43
2017-4-15 12:00 PM,47.14
2017-4-15 1:00 PM,28.90
2017-4-15 2:00 PM,16.33
2017-4-15 3:00 PM,20.66
2017-4-15 4:00 PM,18.80
2017-4-15 5:00 PM,19.01
2017-4-15 6:00 PM,20.38
2017-4-15 7:00 PM,20.06
2017-4-15 8:00 PM,20.52
2017-4-15 9:00 PM,22.29
2017-4-15 10:00 PM,21.31
2017-4-15 11:00 PM,20.38
2017-4-16 12:00 AM,22.01
2017-4-16 1:00 AM,23.85
2017-4-16 2:00 AM,23.94
2017-4-16 3:00 AM,24.35
2017-4-16 4:00 AM,23.41
2017-4-16 5:00 AM,25.06
2017-4-16 6:00 AM,23.59
2017-4-16 7:00 AM,24.70
2017-4-16 8:00 AM,27.55
2017-4-16 9:00 AM,35.21
2017-4-16 10:00 AM,44.40
2017-4-16 11:00 AM,43.76
2017-4-16 12:00 PM,33.40
2017-4-16 1:00 PM,38.51
2017-4-16 2:00 PM,40.45
2017-4-16 3:00 PM,41.01
2017-4-16 4:00 PM,35.99
2017-4-16 5:00 PM,32.19
2017-4-16 6:00 PM,34.44
2017-4-16 7:00 PM,32.76
2017-4-16 8:00 PM,33.98
2017-4-16 9:00 PM,38.00
2017-4-16 10:00 PM,37.42
2017-4-16 11:00 PM,37.46
2017-4-17 12:00 AM,40.27
2017-4-17 1:00 AM,35.34
2017-4-17 2:00 AM,34.08
2017-4-17 3:00 AM,35.14
2017-4-17 4:00 AM,37.78
2017-4-17 5:00 AM,40.67
2017-4-17 6:00 AM,44.12
2017-4-17 7:00 AM,40.07
2017-4-17 8:00 AM,42.83
2017-4-17 9:00 AM,45.62
2017-4-17 10:00 AM,45.67
2017-4-17 11:00 AM,43.66
2017-4-17 12:00 PM,25.37
2017-4-17 1:00 PM,21.47
2017-4-17 2:00 PM,24.09
2017-4-17 3:00 PM,25.53
2017-4-17 4:00 PM,26.08
2017-4-17 5:00 PM,27.99
2017-4-17 6:00 PM,27.89
2017-4-17 7:00 PM,28.67
2017-4-17 8:00 PM,30.76
2017-4-17 9:00 PM,25.18
2017-4-17 10:00 PM,24.42
2017-4-17 11:00 PM,26.14
2017-4-18 12:00 AM,29.94
2017-4-18 1:00 AM,25.74
2017-4-18 2:00 AM,26.59
2017-4-18 3:00 AM,26.00
2017-4-18 4:00 AM,28.46
2017-4-18 5:00 AM,28.45
2017-4-18 6:00 AM,24.59
2017-4-18 7:00 AM,23.20
2017-4-18 8:00 AM,25.48
2017-4-18 9:00 AM,25.92
2017-4-18 10:00 AM,31.70
2017-4-18 11:00 AM,30.08
2017-4-18 12:00 PM,30.60
2017-4-18 1:00 PM,30.62
2017-4-18 2:00 PM,32.74
2017-4-18 3:00 PM,35.81
2017-4-18 4:00 PM,37.47
2017-4-18 5:00 PM,36.44
2017-4-18 6:00 PM,38.48
2017-4-18 7:00 PM,43.55
2017-4-18 8:00 PM,44.35
2017-4-18 9:00 PM,44.24
2017-4-18 10:00 PM,45.55
2017-4-18 11:00 PM,46.25
2017-4-19 12:00 AM,48.25
2017-4-19 1:00 AM,49.53
2017-4-19 2:00 AM,48.24
2017-4-19 3:00 AM,37.91
2017-4-19 4:00 AM,34.71
2017-4-19 5:00 AM,38.84
2017-4-19 6:00 AM,39.43
2017-4-19 7:00 AM,39.81
2017-4-19 8:00 AM,41.64
2017-4-19 9:00 AM,40.95
2017-4-19 10:00 AM,42.61
2017-4-19 11:00 AM,43.54
2017-4-19 12:00 PM,44.80
2017-4-19 1:00 PM,43.74
2017-4-19 2:00 PM,46.03
2017-4-19 3:00 PM,47.14
2017-4-19 4:00 PM,45.80
2017-4-19 5:00 PM,47.08
2017-4-19 6:00 PM,48.68
2017-4-19 7:00 PM,49.19
2017-4-19 8:00 PM,47.69
2017-4-19 9:00 PM,51.09
2017-4-19 10:00 PM,51.17
2017-4-19 11:00 PM,53.58
2017-4-20 12:00 AM,52.01
2017-4-20 1:00 AM,53.29
2017-4-20 2:00 AM,55.49
2017-4-20 3:00 AM,55.03
2017-4-20 4:00 AM,52.56
2017-4-20 5:00 AM,50.68
2017-4-20 6:00 AM,51.88
2017-4-20 7:00 AM,51.48
2017-4-20 8:00 AM,52.01
2017-4-20 9:00 AM,54.32
2017-4-20 10:00 AM,53.27
2017-4-20 11:00 AM,54.56
2017-4-20 12:00 PM,55.53
2017-4-20 1:00 PM,56.20
2017-4-20 2:00 PM,56.15
2017-4-20 3:00 PM,56.34
2017-4-20 4:00 PM,55.13
2017-4-20 5:00 PM,56.51
2017-4-20 6:00 PM,54.82
2017-4-20 7:00 PM,55.75
2017-4-20 8:00 PM,56.58
2017-4-20 9:00 PM,58.45
2017-4-20 10:00 PM,57.17
2017-4-20 11:00 PM,59.30
2017-4-21 12:00 AM,56.91
2017-4-21 1:00 AM,57.91
2017-4-21 2:00 AM,57.00
2017-4-21 3:00 AM,59.93
2017-4-21 4:00 AM,62.23
2017-4-21 5:00 AM,62.60
2017-4-21 6:00 AM,61.95
2017-4-21 7:00 AM,61.13
2017-4-21 8:00 AM,62.00
2017-4-21 9:00 AM,59.46
2017-4-21 10:00 AM,59.77
2017-4-21 11:00 AM,61.85
2017-4-21 12:00 PM,61.85
2017-4-21 1:00 PM,62.53
2017-4-21 2:00 PM,61.53
2017-4-21 3:00 PM,63.14
2017-4-21 4:00 PM,65.07
2017-4-21 5:00 PM,65.97
2017-4-21 6:00 PM,64.70
2017-4-21 7:00 PM,64.16
2017-4-21 8:00 PM,67.01
2017-4-21 9:00 PM,66.07
2017-4-21 10:00 PM,64.38
2017-4-21 11:00 PM,67.39
2017-4-22 12:00 AM,66.70
2017-4-22 1:00 AM,57.58
2017-4-22 2:00 AM,58.20
2017-4-22 3:00 AM,56.31
2017-4-22 4:00 AM,55.63
2017-4-22 5:00 AM,57.65
2017-4-22 6:00 AM,56.02
2017-4-22 7:00 AM,57.47
2017-4-22 8:00 AM,58.81
2017-4-22 9:00 AM,58.37
2017-4-22 10:00 AM,58.00
2017-4-22 11:00 AM,59.40
2017-4-22 12:00 PM,61.04
2017-4-22 1:00 PM,57.82
2017-4-22 2:00 PM,60.38
2017-4-22 3:00 PM,61.55
2017-4-22 4:00 PM,60.83
2017-4-22 5:00 PM,58.85
2017-4-22 6:00 PM,62.34
2017-4-22 7:00 PM,61.89
2017-4-22 8:00 PM,62.62
2017-4-22 9:00 PM,61.21
2017-4-22 10:00 PM,62.23
2017-4-22 11:00 PM,62.74
2017-4-23 12:00 AM,64.02
2017-4-23 1:00 AM,60.94
2017-4-23 2:00 AM,61.59
2017-4-22 10:00 PM,61.74
2017-4-22 11:00 PM,64.54
2017-4-23 12:00 AM,64.26
2017-4-23 1:00 AM,64.95
,
,
,
,
,
,
,
,
