Time,Failure_5
2017-2-20 6:00 PM,49.12
2017-2-20 7:00 PM,46.21
2017-2-20 8:00 PM,46.86
2017-2-20 9:00 PM,19.42
2017-2-20 10:00 PM,19.20
2017-2-20 11:00 PM,21.76
2017-2-21 12:00 AM,22.52
2017-2-21 1:00 AM,27.45
2017-2-21 2:00 AM,32.71
2017-2-21 3:00 AM,32.48
2017-2-21 4:00 AM,32.88
2017-2-21 5:00 AM,33.64
2017-2-21 6:00 AM,33.89
2017-2-21 7:00 AM,35.89
2017-2-21 8:00 AM,33.96
2017-2-21 9:00 AM,29.58
2017-2-21 10:00 AM,25.21
2017-2-21 11:00 AM,28.91
2017-2-21 12:00 PM,29.03
2017-2-21 1:00 PM,29.11
2017-2-21 2:00 PM,27.80
2017-2-21 3:00 PM,27.82
2017-2-21 4:00 PM,28.79
2017-2-21 5:00 PM,28.21
2017-2-21 6:00 PM,28.43
2017-2-21 7:00 PM,29.40
2017-2-21 8:00 PM,31.37
2017-2-21 9:00 PM,32.39
2017-2-21 10:00 PM,30.22
2017-2-21 11:00 PM,29.58
2017-2-22 12:00 AM,31.28
2017-2-22 1:00 AM,30.42
2017-2-22 2:00 AM,29.92
2017-2-22 3:00 AM,29.40
2017-2-22 4:00 AM,30.18
2017-2-22 5:00 AM,31.91
2017-2-22 6:00 AM,31.95
2017-2-22 7:00 AM,31.89
2017-2-22 8:00 AM,33.11
2017-2-22 9:00 AM,33.17
2017-2-22 10:00 AM,34.13
2017-2-22 11:00 AM,33.63
2017-2-22 12:00 PM,33.30
2017-2-22 1:00 PM,33.86
2017-2-22 2:00 PM,33.17
2017-2-22 3:00 PM,33.84
2017-2-22 4:00 PM,33.14
2017-2-22 5:00 PM,34.33
2017-2-22 6:00 PM,35.91
2017-2-22 7:00 PM,34.21
2017-2-22 8:00 PM,35.60
2017-2-22 9:00 PM,34.34
2017-2-22 10:00 PM,34.14
2017-2-22 11:00 PM,35.52
2017-2-23 12:00 AM,36.63
2017-2-23 1:00 AM,36.56
2017-2-23 2:00 AM,36.34
2017-2-23 3:00 AM,40.72
2017-2-23 4:00 AM,43.01
2017-2-23 5:00 AM,42.24
2017-2-23 6:00 AM,45.36
2017-2-23 7:00 AM,45.06
2017-2-23 8:00 AM,43.02
2017-2-23 9:00 AM,30.30
2017-2-23 10:00 AM,23.54
2017-2-23 11:00 AM,29.72
2017-2-23 12:00 PM,29.89
2017-2-23 1:00 PM,31.73
2017-2-23 2:00 PM,30.65
2017-2-23 3:00 PM,35.85
2017-2-23 4:00 PM,31.80
2017-2-23 5:00 PM,32.74
2017-2-23 6:00 PM,34.52
2017-2-23 7:00 PM,36.72
2017-2-23 8:00 PM,38.31
2017-2-23 9:00 PM,39.47
2017-2-23 10:00 PM,41.03
2017-2-23 11:00 PM,42.99
2017-2-24 12:00 AM,43.48
2017-2-24 1:00 AM,44.18
2017-2-24 2:00 AM,42.88
2017-2-24 3:00 AM,44.20
2017-2-24 4:00 AM,45.50
2017-2-24 5:00 AM,47.44
2017-2-24 6:00 AM,46.95
